long,lat,vms-intens
-48.5,48.5,NA
-47.5,48.5,NA
-46.5,48.5,NA
-45.5,48.5,NA
-44.5,48.5,NA
-43.5,48.5,NA
-42.5,48.5,NA
-41.5,48.5,NA
-40.5,48.5,NA
-39.5,48.5,NA
-38.5,48.5,NA
-37.5,48.5,NA
-36.5,48.5,NA
-35.5,48.5,NA
-34.5,48.5,NA
-33.5,48.5,NA
-32.5,48.5,NA
-31.5,48.5,NA
-30.5,48.5,NA
-29.5,48.5,NA
-28.5,48.5,NA
-27.5,48.5,NA
-26.5,48.5,NA
-25.5,48.5,NA
-24.5,48.5,NA
-23.5,48.5,NA
-22.5,48.5,NA
-21.5,48.5,NA
-20.5,48.5,NA
-19.5,48.5,NA
-18.5,48.5,NA
-17.5,48.5,NA
-16.5,48.5,NA
-15.5,48.5,0.148148148
-14.5,48.5,0.076086957
-13.5,48.5,NA
-12.5,48.5,0.272
-11.5,48.5,0.44017094
-10.5,48.5,0.623978202
-9.5,48.5,0.621301775
-8.5,48.5,0.473684211
-7.5,48.5,NA
-6.5,48.5,NA
-5.5,48.5,NA
-4.5,48.5,NA
-3.5,48.5,NA
-2.5,48.5,NA
-1.5,48.5,NA
-0.5,48.5,NA
-89.5,47.5,NA
-88.5,47.5,NA
-87.5,47.5,NA
-86.5,47.5,NA
-85.5,47.5,NA
-84.5,47.5,NA
-83.5,47.5,NA
-82.5,47.5,NA
-81.5,47.5,NA
-80.5,47.5,NA
-79.5,47.5,NA
-78.5,47.5,NA
-77.5,47.5,NA
-76.5,47.5,NA
-75.5,47.5,NA
-74.5,47.5,NA
-73.5,47.5,NA
-72.5,47.5,NA
-71.5,47.5,NA
-70.5,47.5,NA
-69.5,47.5,NA
-68.5,47.5,NA
-67.5,47.5,NA
-66.5,47.5,NA
-65.5,47.5,NA
-64.5,47.5,NA
-63.5,47.5,NA
-62.5,47.5,NA
-61.5,47.5,NA
-60.5,47.5,NA
-59.5,47.5,NA
-58.5,47.5,NA
-57.5,47.5,NA
-56.5,47.5,NA
-55.5,47.5,NA
-54.5,47.5,NA
-53.5,47.5,NA
-52.5,47.5,NA
-51.5,47.5,NA
-50.5,47.5,NA
-49.5,47.5,NA
-48.5,47.5,NA
-47.5,47.5,NA
-46.5,47.5,NA
-45.5,47.5,NA
-44.5,47.5,NA
-43.5,47.5,NA
-42.5,47.5,NA
-41.5,47.5,0.032258065
-40.5,47.5,0.275862069
-39.5,47.5,NA
-38.5,47.5,NA
-37.5,47.5,NA
-36.5,47.5,NA
-35.5,47.5,NA
-34.5,47.5,NA
-33.5,47.5,NA
-32.5,47.5,NA
-31.5,47.5,NA
-30.5,47.5,NA
-29.5,47.5,NA
-28.5,47.5,NA
-27.5,47.5,NA
-26.5,47.5,NA
-25.5,47.5,NA
-24.5,47.5,NA
-23.5,47.5,NA
-22.5,47.5,NA
-21.5,47.5,NA
-20.5,47.5,NA
-19.5,47.5,NA
-18.5,47.5,NA
-17.5,47.5,NA
-16.5,47.5,0.103448276
-15.5,47.5,0.036363636
-14.5,47.5,0.059259259
-13.5,47.5,0.075268817
-12.5,47.5,0.406976744
-11.5,47.5,0.448598131
-10.5,47.5,0.324503311
-9.5,47.5,0.469512195
-8.5,47.5,0.763197587
-7.5,47.5,0.66518847
-6.5,47.5,0.770833333
-5.5,47.5,0.837837838
-4.5,47.5,NA
-3.5,47.5,NA
-2.5,47.5,NA
-1.5,47.5,NA
-0.5,47.5,NA
-89.5,46.5,NA
-88.5,46.5,NA
-87.5,46.5,NA
-86.5,46.5,NA
-85.5,46.5,NA
-84.5,46.5,NA
-83.5,46.5,NA
-82.5,46.5,NA
-81.5,46.5,NA
-80.5,46.5,NA
-79.5,46.5,NA
-78.5,46.5,NA
-77.5,46.5,NA
-76.5,46.5,NA
-75.5,46.5,NA
-74.5,46.5,NA
-73.5,46.5,NA
-72.5,46.5,NA
-71.5,46.5,NA
-70.5,46.5,NA
-69.5,46.5,NA
-68.5,46.5,NA
-67.5,46.5,NA
-66.5,46.5,NA
-65.5,46.5,NA
-64.5,46.5,NA
-63.5,46.5,NA
-62.5,46.5,NA
-61.5,46.5,NA
-60.5,46.5,NA
-59.5,46.5,NA
-58.5,46.5,NA
-57.5,46.5,NA
-56.5,46.5,NA
-55.5,46.5,NA
-54.5,46.5,NA
-53.5,46.5,NA
-52.5,46.5,NA
-51.5,46.5,NA
-50.5,46.5,NA
-49.5,46.5,NA
-48.5,46.5,NA
-47.5,46.5,NA
-46.5,46.5,NA
-45.5,46.5,NA
-44.5,46.5,NA
-43.5,46.5,0.403846154
-42.5,46.5,0.727272727
-41.5,46.5,0.523809524
-40.5,46.5,0.314285714
-39.5,46.5,0.489361702
-38.5,46.5,0.125
-37.5,46.5,NA
-36.5,46.5,NA
-35.5,46.5,NA
-34.5,46.5,NA
-33.5,46.5,NA
-32.5,46.5,NA
-31.5,46.5,NA
-30.5,46.5,NA
-29.5,46.5,NA
-28.5,46.5,NA
-27.5,46.5,NA
-26.5,46.5,NA
-25.5,46.5,NA
-24.5,46.5,NA
-23.5,46.5,NA
-22.5,46.5,NA
-21.5,46.5,NA
-20.5,46.5,NA
-19.5,46.5,NA
-18.5,46.5,0.470588235
-17.5,46.5,0.307692308
-16.5,46.5,0.070175439
-15.5,46.5,0.0875
-14.5,46.5,0.148148148
-13.5,46.5,0.043478261
-12.5,46.5,NA
-11.5,46.5,0.278688525
-10.5,46.5,0.596244131
-9.5,46.5,0.283687943
-8.5,46.5,0.591194969
-7.5,46.5,0.382716049
-6.5,46.5,0.845517241
-5.5,46.5,0.958589815
-4.5,46.5,0.986140725
-3.5,46.5,NA
-2.5,46.5,NA
-1.5,46.5,NA
-0.5,46.5,NA
-89.5,45.5,NA
-88.5,45.5,NA
-87.5,45.5,NA
-86.5,45.5,NA
-85.5,45.5,NA
-84.5,45.5,NA
-83.5,45.5,NA
-82.5,45.5,NA
-81.5,45.5,NA
-80.5,45.5,NA
-79.5,45.5,NA
-78.5,45.5,NA
-77.5,45.5,NA
-76.5,45.5,NA
-75.5,45.5,NA
-74.5,45.5,NA
-73.5,45.5,NA
-72.5,45.5,NA
-71.5,45.5,NA
-70.5,45.5,NA
-69.5,45.5,NA
-68.5,45.5,NA
-67.5,45.5,NA
-66.5,45.5,NA
-65.5,45.5,NA
-64.5,45.5,NA
-63.5,45.5,NA
-62.5,45.5,NA
-61.5,45.5,NA
-60.5,45.5,NA
-59.5,45.5,NA
-58.5,45.5,NA
-57.5,45.5,NA
-56.5,45.5,NA
-55.5,45.5,NA
-54.5,45.5,NA
-53.5,45.5,NA
-52.5,45.5,NA
-51.5,45.5,NA
-50.5,45.5,NA
-49.5,45.5,NA
-48.5,45.5,NA
-47.5,45.5,NA
-46.5,45.5,NA
-45.5,45.5,0.466666667
-44.5,45.5,0.772307692
-43.5,45.5,0.683309558
-42.5,45.5,0.794462194
-41.5,45.5,0.803459119
-40.5,45.5,0.709770115
-39.5,45.5,0.573839662
-38.5,45.5,0.205479452
-37.5,45.5,0.285714286
-36.5,45.5,0.230769231
-35.5,45.5,NA
-34.5,45.5,NA
-33.5,45.5,NA
-32.5,45.5,NA
-31.5,45.5,NA
-30.5,45.5,NA
-29.5,45.5,0.285714286
-28.5,45.5,0.222222222
-27.5,45.5,NA
-26.5,45.5,NA
-25.5,45.5,NA
-24.5,45.5,NA
-23.5,45.5,NA
-22.5,45.5,NA
-21.5,45.5,NA
-20.5,45.5,NA
-19.5,45.5,NA
-18.5,45.5,0.016806723
-17.5,45.5,0.113043478
-16.5,45.5,0.129032258
-15.5,45.5,0.074074074
-14.5,45.5,NA
-13.5,45.5,NA
-12.5,45.5,NA
-11.5,45.5,0.333333333
-10.5,45.5,0.66442953
-9.5,45.5,0.604166667
-8.5,45.5,0.1625
-7.5,45.5,0.704132231
-6.5,45.5,0.603588907
-5.5,45.5,0.791525424
-4.5,45.5,0.914414414
-3.5,45.5,0.621621622
-2.5,45.5,NA
-1.5,45.5,NA
-0.5,45.5,NA
-89.5,44.5,NA
-88.5,44.5,NA
-87.5,44.5,NA
-86.5,44.5,NA
-85.5,44.5,NA
-84.5,44.5,NA
-83.5,44.5,NA
-82.5,44.5,NA
-81.5,44.5,NA
-80.5,44.5,NA
-79.5,44.5,NA
-78.5,44.5,NA
-77.5,44.5,NA
-76.5,44.5,NA
-75.5,44.5,NA
-74.5,44.5,NA
-73.5,44.5,NA
-72.5,44.5,NA
-71.5,44.5,NA
-70.5,44.5,NA
-69.5,44.5,NA
-68.5,44.5,NA
-67.5,44.5,NA
-66.5,44.5,NA
-65.5,44.5,NA
-64.5,44.5,NA
-63.5,44.5,NA
-62.5,44.5,NA
-61.5,44.5,NA
-60.5,44.5,NA
-59.5,44.5,NA
-58.5,44.5,NA
-57.5,44.5,NA
-56.5,44.5,NA
-55.5,44.5,NA
-54.5,44.5,NA
-53.5,44.5,NA
-52.5,44.5,NA
-51.5,44.5,NA
-50.5,44.5,NA
-49.5,44.5,NA
-48.5,44.5,NA
-47.5,44.5,1
-46.5,44.5,1
-45.5,44.5,0.759656652
-44.5,44.5,0.745454545
-43.5,44.5,0.793433653
-42.5,44.5,0.668049793
-41.5,44.5,0.74227902
-40.5,44.5,0.60261194
-39.5,44.5,0.511749347
-38.5,44.5,0.494117647
-37.5,44.5,0.610526316
-36.5,44.5,0.447552448
-35.5,44.5,0.25
-34.5,44.5,0.265306122
-33.5,44.5,0.49122807
-32.5,44.5,0.538461538
-31.5,44.5,0.931818182
-30.5,44.5,0.611111111
-29.5,44.5,0.870967742
-28.5,44.5,0.369565217
-27.5,44.5,NA
-26.5,44.5,0.285714286
-25.5,44.5,0.111111111
-24.5,44.5,NA
-23.5,44.5,NA
-22.5,44.5,0.466666667
-21.5,44.5,0.869918699
-20.5,44.5,0.707317073
-19.5,44.5,0.823529412
-18.5,44.5,0.445945946
-17.5,44.5,0.322580645
-16.5,44.5,0.322033898
-15.5,44.5,0.273809524
-14.5,44.5,0.11627907
-13.5,44.5,0.410526316
-12.5,44.5,0.331914894
-11.5,44.5,0.225806452
-10.5,44.5,0.125
-9.5,44.5,0.676767677
-8.5,44.5,0.568345324
-7.5,44.5,0.637763371
-6.5,44.5,0.573552426
-5.5,44.5,0.591715976
-4.5,44.5,0.700757576
-3.5,44.5,0.696969697
-2.5,44.5,0.142857143
-1.5,44.5,NA
-0.5,44.5,NA
-89.5,43.5,NA
-88.5,43.5,NA
-87.5,43.5,NA
-86.5,43.5,NA
-85.5,43.5,NA
-84.5,43.5,NA
-83.5,43.5,NA
-82.5,43.5,NA
-81.5,43.5,NA
-80.5,43.5,NA
-79.5,43.5,NA
-78.5,43.5,NA
-77.5,43.5,NA
-76.5,43.5,NA
-75.5,43.5,NA
-74.5,43.5,NA
-73.5,43.5,NA
-72.5,43.5,NA
-71.5,43.5,NA
-70.5,43.5,NA
-69.5,43.5,NA
-68.5,43.5,NA
-67.5,43.5,NA
-66.5,43.5,NA
-65.5,43.5,NA
-64.5,43.5,NA
-63.5,43.5,NA
-62.5,43.5,NA
-61.5,43.5,NA
-60.5,43.5,NA
-59.5,43.5,NA
-58.5,43.5,NA
-57.5,43.5,NA
-56.5,43.5,NA
-55.5,43.5,NA
-54.5,43.5,NA
-53.5,43.5,NA
-52.5,43.5,NA
-51.5,43.5,NA
-50.5,43.5,NA
-49.5,43.5,NA
-48.5,43.5,NA
-47.5,43.5,0.975
-46.5,43.5,0.81530343
-45.5,43.5,0.798394291
-44.5,43.5,0.794372294
-43.5,43.5,0.801941748
-42.5,43.5,0.768683274
-41.5,43.5,0.639599555
-40.5,43.5,0.729756098
-39.5,43.5,0.677419355
-38.5,43.5,0.490835031
-37.5,43.5,0.527859238
-36.5,43.5,0.518987342
-35.5,43.5,0.479564033
-34.5,43.5,0.721649485
-33.5,43.5,0.620209059
-32.5,43.5,0.435483871
-31.5,43.5,0.497142857
-30.5,43.5,0.395939086
-29.5,43.5,0.355932203
-28.5,43.5,0.557755776
-27.5,43.5,0.536398467
-26.5,43.5,0.709923664
-25.5,43.5,0.506578947
-24.5,43.5,0.650485437
-23.5,43.5,0.658682635
-22.5,43.5,0.806526807
-21.5,43.5,0.803030303
-20.5,43.5,0.859007833
-19.5,43.5,0.731481481
-18.5,43.5,0.606741573
-17.5,43.5,0.705035971
-16.5,43.5,0.195488722
-15.5,43.5,0.440677966
-14.5,43.5,0.82112069
-13.5,43.5,0.623684211
-12.5,43.5,0.365296804
-11.5,43.5,0.187969925
-10.5,43.5,0.228571429
-9.5,43.5,0.869565217
-8.5,43.5,0.177884615
-7.5,43.5,0.351351351
-6.5,43.5,0.313084112
-5.5,43.5,0.297297297
-4.5,43.5,1
-3.5,43.5,0.972972973
-2.5,43.5,NA
-1.5,43.5,NA
-0.5,43.5,NA
-89.5,42.5,NA
-88.5,42.5,NA
-87.5,42.5,NA
-86.5,42.5,NA
-85.5,42.5,NA
-84.5,42.5,NA
-83.5,42.5,NA
-82.5,42.5,NA
-81.5,42.5,NA
-80.5,42.5,NA
-79.5,42.5,NA
-78.5,42.5,NA
-77.5,42.5,NA
-76.5,42.5,NA
-75.5,42.5,NA
-74.5,42.5,NA
-73.5,42.5,NA
-72.5,42.5,NA
-71.5,42.5,NA
-70.5,42.5,NA
-69.5,42.5,NA
-68.5,42.5,NA
-67.5,42.5,NA
-66.5,42.5,NA
-65.5,42.5,NA
-64.5,42.5,NA
-63.5,42.5,NA
-62.5,42.5,NA
-61.5,42.5,NA
-60.5,42.5,NA
-59.5,42.5,NA
-58.5,42.5,NA
-57.5,42.5,NA
-56.5,42.5,NA
-55.5,42.5,NA
-54.5,42.5,NA
-53.5,42.5,NA
-52.5,42.5,NA
-51.5,42.5,0.571428571
-50.5,42.5,NA
-49.5,42.5,NA
-48.5,42.5,0.564516129
-47.5,42.5,0.79795022
-46.5,42.5,0.80017762
-45.5,42.5,0.802758621
-44.5,42.5,0.718341851
-43.5,42.5,0.703241895
-42.5,42.5,0.751249306
-41.5,42.5,0.675159236
-40.5,42.5,0.580327869
-39.5,42.5,0.691099476
-38.5,42.5,0.605009634
-37.5,42.5,0.484513274
-36.5,42.5,0.414414414
-35.5,42.5,0.525040388
-34.5,42.5,0.576642336
-33.5,42.5,0.561200924
-32.5,42.5,0.388206388
-31.5,42.5,0.435483871
-30.5,42.5,0.469230769
-29.5,42.5,0.526153846
-28.5,42.5,0.559834938
-27.5,42.5,0.704775687
-26.5,42.5,0.703470032
-25.5,42.5,0.468965517
-24.5,42.5,0.417218543
-23.5,42.5,0.705202312
-22.5,42.5,0.834123223
-21.5,42.5,0.813285458
-20.5,42.5,0.906128405
-19.5,42.5,0.734285714
-18.5,42.5,0.588777219
-17.5,42.5,0.659502262
-16.5,42.5,0.772030651
-15.5,42.5,0.908387864
-14.5,42.5,0.72039072
-13.5,42.5,0.576315789
-12.5,42.5,0.579096045
-11.5,42.5,0.544600939
-10.5,42.5,0.208333333
-9.5,42.5,0.178571429
-8.5,42.5,NA
-7.5,42.5,NA
-6.5,42.5,NA
-5.5,42.5,NA
-4.5,42.5,NA
-3.5,42.5,NA
-2.5,42.5,NA
-1.5,42.5,NA
-0.5,42.5,NA
-89.5,41.5,NA
-88.5,41.5,NA
-87.5,41.5,NA
-86.5,41.5,NA
-85.5,41.5,NA
-84.5,41.5,NA
-83.5,41.5,NA
-82.5,41.5,NA
-81.5,41.5,NA
-80.5,41.5,NA
-79.5,41.5,NA
-78.5,41.5,NA
-77.5,41.5,NA
-76.5,41.5,NA
-75.5,41.5,NA
-74.5,41.5,NA
-73.5,41.5,NA
-72.5,41.5,NA
-71.5,41.5,NA
-70.5,41.5,NA
-69.5,41.5,NA
-68.5,41.5,NA
-67.5,41.5,NA
-66.5,41.5,NA
-65.5,41.5,NA
-64.5,41.5,NA
-63.5,41.5,NA
-62.5,41.5,NA
-61.5,41.5,NA
-60.5,41.5,NA
-59.5,41.5,NA
-58.5,41.5,NA
-57.5,41.5,NA
-56.5,41.5,NA
-55.5,41.5,NA
-54.5,41.5,NA
-53.5,41.5,NA
-52.5,41.5,0.5
-51.5,41.5,0.736363636
-50.5,41.5,0.810747664
-49.5,41.5,0.863513514
-48.5,41.5,0.837623762
-47.5,41.5,0.767579571
-46.5,41.5,0.752047655
-45.5,41.5,0.721485411
-44.5,41.5,0.795368875
-43.5,41.5,0.742156863
-42.5,41.5,0.688705234
-41.5,41.5,0.594178082
-40.5,41.5,0.542889391
-39.5,41.5,0.607190413
-38.5,41.5,0.555752212
-37.5,41.5,0.56568779
-36.5,41.5,0.613861386
-35.5,41.5,0.461997019
-34.5,41.5,0.556998557
-33.5,41.5,0.604972376
-32.5,41.5,0.430879713
-31.5,41.5,0.380116959
-30.5,41.5,0.609195402
-29.5,41.5,0.631111111
-28.5,41.5,0.643037975
-27.5,41.5,0.743506494
-26.5,41.5,0.757455268
-25.5,41.5,0.652724968
-24.5,41.5,0.591397849
-23.5,41.5,0.594080338
-22.5,41.5,0.801317234
-21.5,41.5,0.744019139
-20.5,41.5,0.73812882
-19.5,41.5,0.859758821
-18.5,41.5,0.850198413
-17.5,41.5,0.815768931
-16.5,41.5,0.86036961
-15.5,41.5,0.82585752
-14.5,41.5,0.596610169
-13.5,41.5,0.689411765
-12.5,41.5,0.354037267
-11.5,41.5,0.437125749
-10.5,41.5,NA
-9.5,41.5,0.199318569
-8.5,41.5,0.8
-7.5,41.5,NA
-6.5,41.5,NA
-5.5,41.5,NA
-4.5,41.5,NA
-3.5,41.5,NA
-2.5,41.5,NA
-1.5,41.5,NA
-0.5,41.5,NA
-89.5,40.5,NA
-88.5,40.5,NA
-87.5,40.5,NA
-86.5,40.5,NA
-85.5,40.5,NA
-84.5,40.5,NA
-83.5,40.5,NA
-82.5,40.5,NA
-81.5,40.5,NA
-80.5,40.5,NA
-79.5,40.5,NA
-78.5,40.5,NA
-77.5,40.5,NA
-76.5,40.5,NA
-75.5,40.5,NA
-74.5,40.5,NA
-73.5,40.5,NA
-72.5,40.5,NA
-71.5,40.5,NA
-70.5,40.5,NA
-69.5,40.5,NA
-68.5,40.5,NA
-67.5,40.5,NA
-66.5,40.5,NA
-65.5,40.5,NA
-64.5,40.5,NA
-63.5,40.5,NA
-62.5,40.5,NA
-61.5,40.5,NA
-60.5,40.5,NA
-59.5,40.5,NA
-58.5,40.5,1
-57.5,40.5,1
-56.5,40.5,NA
-55.5,40.5,NA
-54.5,40.5,0.035714286
-53.5,40.5,0.368421053
-52.5,40.5,0.493023256
-51.5,40.5,0.328502415
-50.5,40.5,0.510204082
-49.5,40.5,0.548888889
-48.5,40.5,0.47629548
-47.5,40.5,0.695099819
-46.5,40.5,0.728723404
-45.5,40.5,0.662428481
-44.5,40.5,0.728791774
-43.5,40.5,0.727325581
-42.5,40.5,0.643589744
-41.5,40.5,0.621276596
-40.5,40.5,0.657621708
-39.5,40.5,0.625557207
-38.5,40.5,0.663430421
-37.5,40.5,0.697730956
-36.5,40.5,0.660841938
-35.5,40.5,0.551607445
-34.5,40.5,0.623222749
-33.5,40.5,0.533769063
-32.5,40.5,0.340425532
-31.5,40.5,0.238095238
-30.5,40.5,0.62962963
-29.5,40.5,0.325581395
-28.5,40.5,0.714285714
-27.5,40.5,0.873812754
-26.5,40.5,0.710122699
-25.5,40.5,0.6433942
-24.5,40.5,0.525119617
-23.5,40.5,0.661928934
-22.5,40.5,0.786944696
-21.5,40.5,0.842225114
-20.5,40.5,0.731793961
-19.5,40.5,0.652230971
-18.5,40.5,0.820097245
-17.5,40.5,0.77136515
-16.5,40.5,0.640986133
-15.5,40.5,0.482089552
-14.5,40.5,0.597122302
-13.5,40.5,0.206997085
-12.5,40.5,0.319634703
-11.5,40.5,0.469879518
-10.5,40.5,0.662995595
-9.5,40.5,0.830567686
-8.5,40.5,NA
-7.5,40.5,NA
-6.5,40.5,NA
-5.5,40.5,NA
-4.5,40.5,NA
-3.5,40.5,NA
-2.5,40.5,NA
-1.5,40.5,NA
-0.5,40.5,NA
-89.5,39.5,NA
-88.5,39.5,NA
-87.5,39.5,NA
-86.5,39.5,NA
-85.5,39.5,NA
-84.5,39.5,NA
-83.5,39.5,NA
-82.5,39.5,NA
-81.5,39.5,NA
-80.5,39.5,NA
-79.5,39.5,NA
-78.5,39.5,NA
-77.5,39.5,NA
-76.5,39.5,NA
-75.5,39.5,NA
-74.5,39.5,NA
-73.5,39.5,NA
-72.5,39.5,NA
-71.5,39.5,NA
-70.5,39.5,NA
-69.5,39.5,NA
-68.5,39.5,NA
-67.5,39.5,NA
-66.5,39.5,NA
-65.5,39.5,NA
-64.5,39.5,NA
-63.5,39.5,NA
-62.5,39.5,NA
-61.5,39.5,NA
-60.5,39.5,NA
-59.5,39.5,1
-58.5,39.5,1
-57.5,39.5,1
-56.5,39.5,0.658536585
-55.5,39.5,0.314285714
-54.5,39.5,0.230769231
-53.5,39.5,0.59
-52.5,39.5,0.588571429
-51.5,39.5,0.554307116
-50.5,39.5,0.710465116
-49.5,39.5,0.565523307
-48.5,39.5,0.574127907
-47.5,39.5,0.583198708
-46.5,39.5,0.653282345
-45.5,39.5,0.637804188
-44.5,39.5,0.625628141
-43.5,39.5,0.713060057
-42.5,39.5,0.709489051
-41.5,39.5,0.657583548
-40.5,39.5,0.687079408
-39.5,39.5,0.690865094
-38.5,39.5,0.706855792
-37.5,39.5,0.637660485
-36.5,39.5,0.583138173
-35.5,39.5,0.577557756
-34.5,39.5,0.683257919
-33.5,39.5,0.516587678
-32.5,39.5,0.730769231
-31.5,39.5,0.778501629
-30.5,39.5,0.774086379
-29.5,39.5,0.677290837
-28.5,39.5,0.528795812
-27.5,39.5,0.768421053
-26.5,39.5,0.545150502
-25.5,39.5,0.667364017
-24.5,39.5,0.493457944
-23.5,39.5,0.557319224
-22.5,39.5,0.532483303
-21.5,39.5,0.711814346
-20.5,39.5,0.774738783
-19.5,39.5,0.715503876
-18.5,39.5,0.762182203
-17.5,39.5,0.738636364
-16.5,39.5,0.770797963
-15.5,39.5,0.551724138
-14.5,39.5,0.24519774
-13.5,39.5,0.32244898
-12.5,39.5,0.449594438
